UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_H,Type_L,Type_M
1665,L48844,298.2,308.0,1535,38.0,179,0,0,1,0
1666,H31079,298.2,307.9,1491,39.7,181,0,1,0,0
1667,L48846,298.2,307.9,1551,36.0,186,0,0,1,0
1668,L48847,298.2,307.9,1769,27.2,188,0,0,1,0
1669,L48848,298.2,307.9,1551,34.1,190,0,0,1,0
1670,L48849,298.2,307.9,1544,31.4,192,0,0,1,0
1671,L48850,298.2,307.8,1528,31.1,194,0,0,1,0
1672,L48851,298.1,307.9,1614,35.8,196,0,0,1,0
1673,L48852,298.1,307.8,1432,49.8,198,0,0,1,0
1674,M16533,298.1,307.8,1384,43.7,200,0,0,0,1
1675,L48854,298.1,307.8,1540,37.8,203,0,0,1,0
1676,L48855,298.0,307.7,1407,43.9,205,0,0,1,0
1677,H31090,297.9,307.6,1418,43.0,207,0,1,0,0
1678,M16537,297.9,307.5,1647,30.8,212,0,0,0,1
1679,L48858,298.0,307.5,1644,32.8,215,0,0,1,0
1680,L48859,298.0,307.5,1792,27.9,217,0,0,1,0
1681,M16540,297.9,307.4,1610,34.6,219,0,0,0,1
1682,M16541,297.8,307.3,1804,26.0,222,0,0,0,1
1683,H31096,297.9,307.4,1604,36.1,225,1,1,0,0
1684,M16543,297.9,307.4,1403,52.8,0,0,0,0,1
1685,L48864,297.8,307.3,1438,44.5,3,0,0,1,0
1686,L48865,297.9,307.3,1824,26.3,5,0,0,1,0
1687,H31100,297.9,307.3,1663,28.7,7,0,1,0,0
1688,L48867,297.9,307.3,1502,36.7,12,0,0,1,0
1689,L48868,297.9,307.4,1606,35.5,14,0,0,1,0
1690,L48869,297.9,307.5,1561,37.7,16,0,0,1,0
1691,M16550,297.9,307.4,1435,42.9,18,0,0,0,1
1692,L48871,297.9,307.5,1602,38.3,21,0,0,1,0
1693,M16552,298.1,307.6,1764,27.7,23,0,0,0,1
1694,H31107,298.0,307.5,1683,27.8,26,0,1,0,0
1695,L48874,298.0,307.5,1618,35.2,31,0,0,1,0
1696,L48875,298.0,307.6,1509,41.6,33,0,0,1,0
1697,L48876,297.9,307.6,1550,39.0,35,0,0,1,0
1698,M16557,297.9,307.6,1519,44.0,37,0,0,0,1
1699,L48878,297.9,307.6,1481,38.0,40,0,0,1,0
1700,L48879,298.1,307.7,1289,48.3,42,0,0,1,0
1701,M16560,298.0,307.6,1844,23.8,44,0,0,0,1
1702,L48881,298.0,307.7,1479,42.5,47,0,0,1,0
1703,L48882,298.0,307.7,1430,47.3,49,0,0,1,0
1704,M16563,298.1,307.8,1636,36.7,51,0,0,0,1
1705,M16564,298.1,307.8,1503,44.7,54,0,0,0,1
1706,M16565,298.1,307.8,1608,32.6,57,0,0,0,1
1707,L48886,298.2,307.8,1521,42.9,60,0,0,1,0
1708,L48887,298.2,307.8,1439,41.6,62,0,0,1,0
1709,L48888,298.2,307.8,1627,31.5,64,0,0,1,0
1710,L48889,298.2,307.8,1749,26.1,66,0,0,1,0
1711,L48890,298.2,307.8,1530,35.9,68,0,0,1,0
1712,L48891,298.2,307.8,1355,51.3,70,0,0,1,0
1713,L48892,298.3,307.9,1551,33.8,72,0,0,1,0
1714,L48893,298.2,307.8,1515,46.7,74,0,0,1,0
1715,L48894,298.2,307.8,1388,48.6,76,0,0,1,0
1716,L48895,298.2,307.8,1585,34.6,78,0,0,1,0
1717,L48896,298.1,307.7,1523,37.7,80,0,0,1,0
1718,L48897,298.2,307.6,1369,54.5,82,0,0,1,0
1719,M16578,298.2,307.7,1681,31.0,84,0,0,0,1
1720,L48899,298.2,307.7,1503,38.3,87,0,0,1,0
1721,L48900,298.2,307.7,1459,44.5,89,0,0,1,0
1722,L48901,298.2,307.7,1688,32.4,91,0,0,1,0
1723,M16582,298.2,307.7,1952,21.6,93,0,0,0,1
1724,L48903,298.2,307.8,2029,19.9,96,0,0,1,0
1725,M16584,298.3,307.8,1457,52.5,98,0,0,0,1
1726,M16585,298.3,307.8,1392,50.4,101,0,0,0,1
1727,L48906,298.3,307.8,1906,22.1,104,0,0,1,0
1728,M16587,298.3,307.7,1602,33.4,106,0,0,0,1
1729,L48908,298.3,307.7,1465,49.4,109,0,0,1,0
1730,M16589,298.3,307.7,1439,43.8,111,0,0,0,1
1731,M16590,298.3,307.8,1330,55.4,114,0,0,0,1
1732,M16591,298.3,307.9,1485,42.0,117,0,0,0,1
1733,H31146,298.4,307.9,1700,28.2,120,0,1,0,0
1734,L48913,298.4,308.0,1515,42.8,125,0,0,1,0
1735,M16594,298.5,308.1,1501,39.2,127,0,0,0,1
1736,L48915,298.4,308.0,1380,47.6,130,0,0,1,0
1737,L48916,298.4,307.9,1544,35.9,132,0,0,1,0
1738,L48917,298.4,307.9,1743,27.3,134,0,0,1,0
1739,H31152,298.4,307.9,1948,21.4,136,0,1,0,0
1740,H31153,298.5,307.9,1260,54.2,141,0,1,0,0
1741,M16600,298.5,307.9,1640,33.1,146,0,0,0,1
1742,M16601,298.5,308.0,1363,49.2,149,0,0,0,1
1743,L48922,298.5,308.0,1379,49.6,152,0,0,1,0
1744,M16603,298.5,308.0,1713,25.8,154,0,0,0,1
1745,M16604,298.5,308.0,1461,51.9,157,0,0,0,1
1746,L48925,298.5,308.0,1624,29.8,160,0,0,1,0
1747,L48926,298.4,308.0,1526,41.1,162,0,0,1,0
1748,L48927,298.4,307.9,2381,14.2,164,0,0,1,0
1749,H31162,298.4,307.7,1626,31.1,166,0,1,0,0
1750,L48929,298.3,307.7,1576,33.8,171,0,0,1,0
1751,M16610,298.4,307.8,1617,31.6,173,0,0,0,1
1752,L48931,298.3,307.6,1942,20.6,176,0,0,1,0
1753,L48932,298.2,307.6,1492,37.2,178,0,0,1,0
1754,L48933,298.2,307.5,1470,51.3,180,0,0,1,0
1755,M16614,298.0,307.4,1463,46.5,182,0,0,0,1
1756,L48935,298.0,307.3,1424,46.5,185,0,0,1,0
1757,M16616,298.1,307.4,1363,60.1,187,0,0,0,1
1758,M16617,298.1,307.4,1335,56.2,190,0,0,0,1
1759,L48938,298.1,307.4,1608,33.9,193,0,0,1,0
1760,H31173,298.0,307.4,1606,35.2,195,0,1,0,0
1761,L48940,298.1,307.5,1684,33.1,200,0,0,1,0
1762,L48941,298.1,307.6,1950,20.3,202,0,0,1,0
1763,H31176,298.2,307.6,1460,48.6,204,0,1,0,0
1764,L48943,298.2,307.6,1511,31.0,209,1,0,1,0
1765,H31178,298.2,307.6,1318,55.7,0,0,1,0,0
1766,L48945,298.2,307.6,1368,51.8,5,0,0,1,0
1767,M16626,298.3,307.7,1717,27.1,7,0,0,0,1
1768,M16627,298.3,307.7,1520,41.4,10,0,0,0,1
1769,M16628,298.3,307.8,1485,42.0,13,0,0,0,1
1770,L48949,298.4,307.9,1981,23.2,16,0,0,1,0
1771,H31184,298.4,307.9,1605,31.0,18,0,1,0,0
1772,L48951,298.4,307.9,1446,45.3,23,0,0,1,0
1773,L48952,298.4,308.0,1508,47.9,25,0,0,1,0
1774,L48953,298.5,308.0,1384,59.5,27,0,0,1,0
1775,M16634,298.5,308.0,1519,37.3,29,0,0,0,1
1776,L48955,298.5,308.0,1404,48.1,32,0,0,1,0
1777,L48956,298.5,308.1,1564,31.1,34,0,0,1,0
1778,H31191,298.6,308.2,1555,36.8,36,0,1,0,0
1779,L48958,298.6,308.2,1325,54.0,41,0,0,1,0
1780,M16639,298.6,308.2,1488,44.0,43,0,0,0,1
1781,L48960,298.5,308.2,1595,32.3,46,0,0,1,0
1782,L48961,298.5,308.1,1662,28.6,48,0,0,1,0
1783,L48962,298.4,308.0,1571,37.4,50,0,0,1,0
1784,H31197,298.3,308.0,1553,41.0,52,0,1,0,0
1785,L48964,298.3,308.0,2886,3.8,57,1,0,1,0
1786,L48965,298.2,308.0,1538,38.2,59,0,0,1,0
1787,L48966,298.4,308.2,1618,33.0,61,0,0,1,0
1788,L48967,298.4,308.2,1364,45.9,63,0,0,1,0
1789,L48968,298.3,308.0,1442,47.3,65,0,0,1,0
1790,L48969,298.2,307.9,1313,67.3,67,1,0,1,0
1791,L48970,298.2,307.9,1847,23.6,69,0,0,1,0
1792,L48971,298.1,307.8,1524,40.8,71,0,0,1,0
1793,M16652,298.1,307.7,1445,48.0,73,0,0,0,1
1794,L48973,298.1,307.8,1761,28.2,76,0,0,1,0
1795,M16654,298.1,307.8,1514,43.5,78,0,0,0,1
1796,M16655,298.1,307.7,1498,38.3,81,0,0,0,1
1797,H31210,298.1,307.6,1542,37.1,84,0,1,0,0
1798,M16657,298.0,307.6,1508,41.8,89,0,0,0,1
1799,M16658,298.0,307.5,1431,52.9,92,0,0,0,1
1800,M16659,298.0,307.5,1427,45.1,95,0,0,0,1
1801,M16660,298.0,307.5,1524,36.3,98,0,0,0,1
1802,M16661,298.0,307.5,1427,43.6,101,0,0,0,1
1803,H31216,298.1,307.6,1496,44.1,104,0,1,0,0
1804,L48983,298.1,307.7,1388,40.3,109,0,0,1,0
1805,L48984,298.1,307.7,1495,48.1,111,0,0,1,0
1806,H31219,298.1,307.7,1376,56.2,113,0,1,0,0
1807,H31220,298.0,307.6,1593,32.2,118,0,1,0,0
1808,L48987,298.0,307.6,1654,28.9,123,0,0,1,0
1809,L48988,298.1,307.7,2567,12.8,125,1,0,1,0
1810,L48989,298.1,307.7,1767,27.0,127,0,0,1,0
1811,L48990,298.1,307.6,1364,53.8,129,0,0,1,0
1812,M16671,298.1,307.8,1569,31.2,131,0,0,0,1
1813,L48992,298.2,307.8,1476,36.8,134,0,0,1,0
1814,L48993,298.1,307.7,1479,45.0,136,0,0,1,0
1815,L48994,298.1,307.7,1650,34.1,138,0,0,1,0
1816,M16675,298.1,307.6,1565,36.3,140,0,0,0,1
1817,L48996,298.1,307.6,1460,46.5,143,0,0,1,0
1818,L48997,298.1,307.7,1664,27.6,145,0,0,1,0
1819,M16678,298.1,307.7,1435,40.9,147,0,0,0,1
1820,M16679,298.1,307.6,2066,19.2,150,0,0,0,1
1821,L49000,298.1,307.5,1493,43.7,153,0,0,1,0
1822,L49001,298.1,307.6,1354,43.3,155,0,0,1,0
1823,L49002,298.1,307.6,1488,39.4,157,0,0,1,0
1824,L49003,298.1,307.7,1414,48.7,159,0,0,1,0
1825,L49004,298.1,307.5,1391,57.4,161,0,0,1,0
1826,M16685,298.0,307.5,1784,27.8,163,0,0,0,1
1827,H31240,297.8,307.3,1516,40.1,166,0,1,0,0
1828,M16687,297.9,307.3,1420,47.8,171,0,0,0,1
1829,L49008,297.8,307.2,1351,56.3,174,0,0,1,0
1830,L49009,297.8,307.2,1880,23.0,176,0,0,1,0
1831,L49010,297.8,307.3,1859,24.0,178,0,0,1,0
1832,M16691,297.8,307.3,1315,54.0,180,0,0,0,1
1833,M16692,297.8,307.4,1330,51.7,183,0,0,0,1
1834,L49013,297.8,307.3,1327,61.0,186,1,0,1,0
1835,L49014,297.8,307.2,1498,38.1,188,0,0,1,0
1836,H31249,297.8,307.3,1555,35.8,190,0,1,0,0
1837,L49016,297.7,307.2,1518,35.8,195,0,0,1,0
1838,L49017,297.7,307.2,1392,43.0,197,0,0,1,0
1839,M16698,297.8,307.2,1456,39.6,199,0,0,0,1
1840,L49019,297.7,307.1,1715,30.2,0,0,0,1,0
1841,M16700,297.7,307.2,1405,43.7,2,0,0,0,1
1842,L49021,297.7,307.2,1668,37.8,5,0,0,1,0
1843,H31256,297.7,307.1,1855,22.5,7,0,1,0,0
1844,L49023,297.6,307.1,1496,39.2,12,0,0,1,0
1845,M16704,297.6,307.1,1471,44.9,14,0,0,0,1
1846,L49025,297.7,307.2,1444,40.0,17,0,0,1,0
1847,H31260,297.7,307.3,1514,38.6,19,0,1,0,0
1848,L49027,297.8,307.3,1412,50.7,24,0,0,1,0
1849,H31262,297.7,307.2,1429,44.1,26,0,1,0,0
1850,L49029,297.7,307.2,1668,32.7,31,0,0,1,0
1851,M16710,297.7,307.2,1372,52.8,33,0,0,0,1
1852,M16711,297.7,307.3,1365,49.2,36,0,0,0,1
1853,M16712,297.6,307.1,1526,39.1,39,0,0,0,1
1854,L49033,297.6,307.2,1486,40.6,42,0,0,1,0
1855,M16714,297.6,307.2,1470,42.6,44,0,0,0,1
1856,H31269,297.7,307.3,1249,62.8,47,0,1,0,0
1857,M16716,297.8,307.4,1752,26.1,52,0,0,0,1
1858,L49037,297.7,307.4,1643,36.5,55,0,0,1,0
1859,M16718,297.8,307.4,1488,36.1,57,0,0,0,1
1860,L49039,297.8,307.4,1355,45.8,60,0,0,1,0
1861,L49040,297.8,307.6,1607,30.3,62,0,0,1,0
1862,M16721,297.9,307.6,1609,30.3,64,0,0,0,1
1863,L49042,297.9,307.7,1517,44.4,67,0,0,1,0
1864,M16723,297.9,307.7,1517,39.5,69,0,0,0,1
1865,L49044,297.9,307.7,1546,37.6,72,0,0,1,0
1866,L49045,297.9,307.7,1567,34.7,74,0,0,1,0
1867,M16726,298.1,307.9,1662,28.9,76,0,0,0,1
1868,L49047,298.1,307.9,1502,41.8,79,0,0,1,0
1869,L49048,298.3,308.0,1361,56.9,81,0,0,1,0
1870,M16729,298.3,308.1,1630,32.7,83,0,0,0,1
1871,L49050,298.3,308.0,1486,42.3,86,0,0,1,0
1872,L49051,298.3,308.1,1840,21.5,88,0,0,1,0
1873,L49052,298.3,308.1,1326,58.4,90,0,0,1,0
1874,L49053,298.4,308.1,1367,57.8,92,0,0,1,0
1875,L49054,298.4,308.1,1598,32.7,94,0,0,1,0
1876,L49055,298.3,308.0,1363,50.1,96,0,0,1,0
1877,L49056,298.3,308.0,1242,62.0,98,0,0,1,0
1878,M16737,298.2,307.8,1566,33.8,100,0,0,0,1
1879,M16738,298.1,307.7,1424,47.7,103,0,0,0,1
1880,M16739,298.2,307.7,1608,33.8,106,0,0,0,1
1881,L49060,298.1,307.7,1705,29.1,109,0,0,1,0
1882,L49061,298.0,307.6,1548,45.8,111,0,0,1,0
1883,M16742,298.0,307.6,1581,43.4,113,0,0,0,1
1884,M16743,298.0,307.6,1472,46.7,116,0,0,0,1
1885,M16744,298.0,307.6,1792,26.0,119,0,0,0,1
1886,L49065,298.0,307.6,1683,32.8,122,0,0,1,0
1887,L49066,297.9,307.6,1503,40.7,124,0,0,1,0
1888,M16747,297.9,307.5,1642,32.4,126,0,0,0,1
1889,M16748,297.8,307.4,1902,24.3,129,0,0,0,1
1890,H31303,297.7,307.4,1432,40.2,132,0,1,0,0
1891,L49070,297.8,307.4,1512,40.8,137,0,0,1,0
1892,L49071,297.7,307.4,1764,29.0,139,0,0,1,0
1893,M16752,297.8,307.4,1438,43.6,141,0,0,0,1
1894,L49073,297.8,307.5,1631,29.9,144,0,0,1,0
1895,H31308,297.9,307.5,1880,23.3,146,0,1,0,0
1896,L49075,297.9,307.6,1344,54.3,151,0,0,1,0
1897,L49076,297.9,307.5,1574,35.8,153,0,0,1,0
1898,L49077,297.8,307.4,1418,41.2,155,0,0,1,0
1899,L49078,297.8,307.5,1372,54.1,157,0,0,1,0
1900,L49079,297.8,307.5,1388,40.0,159,0,0,1,0
1901,H31314,297.9,307.6,1493,36.0,161,0,1,0,0
1902,M16761,297.9,307.6,1505,40.1,166,0,0,0,1
1903,L49082,298.0,307.6,1694,29.1,169,0,0,1,0
1904,L49083,297.9,307.6,1968,20.4,171,0,0,1,0
1905,M16764,298.0,307.6,1569,35.6,173,0,0,0,1
1906,L49085,297.9,307.6,1687,29.1,176,0,0,1,0
1907,L49086,297.9,307.6,1430,52.4,178,0,0,1,0
1908,L49087,297.9,307.6,1504,42.4,180,0,0,1,0
1909,L49088,297.9,307.6,1977,20.2,182,0,0,1,0
1910,L49089,298.0,307.7,1435,45.6,184,0,0,1,0
1911,H31324,298.0,307.7,1547,36.8,186,0,1,0,0
1912,M16771,298.1,307.8,1316,57.2,191,0,0,0,1
1913,M16772,298.0,307.7,1621,34.9,194,0,0,0,1
1914,M16773,298.0,307.8,1492,40.2,197,0,0,0,1
1915,L49094,298.0,307.7,1643,32.3,200,0,0,1,0
1916,L49095,298.0,307.7,1492,38.7,202,0,0,1,0
1917,L49096,298.0,307.7,1387,50.8,204,0,0,1,0
1918,M16777,298.1,307.9,1463,47.3,206,0,0,0,1
1919,M16778,298.1,307.9,1496,40.0,0,0,0,0,1
1920,L49099,298.2,308.0,1658,30.0,3,0,0,1,0
1921,L49100,298.1,307.9,2161,17.5,5,0,0,1,0
1922,L49101,298.1,307.9,1665,32.0,7,0,0,1,0
1923,L49102,298.0,307.8,1716,26.6,9,0,0,1,0
1924,L49103,298.0,307.7,1529,34.1,11,0,0,1,0
1925,L49104,297.9,307.7,1353,50.7,13,0,0,1,0
1926,L49105,297.9,307.7,1537,37.7,15,0,0,1,0
1927,L49106,298.0,307.7,1606,30.8,17,0,0,1,0
1928,H31341,298.0,307.8,1314,47.8,19,0,1,0,0
1929,L49108,298.0,307.8,1623,29.9,24,0,0,1,0
1930,M16789,298.0,307.8,1483,50.9,26,0,0,0,1
1931,M16790,298.1,307.9,1569,37.0,29,0,0,0,1
1932,M16791,298.2,308.0,1969,21.7,32,0,0,0,1
1933,M16792,298.1,308.0,1686,29.3,35,0,0,0,1
1934,L49113,298.1,308.0,1638,35.1,38,0,0,1,0
1935,L49114,298.1,307.9,1698,33.3,40,0,0,1,0
1936,M16795,298.1,307.9,1377,55.1,42,0,0,0,1
1937,M16796,298.1,308.0,2129,18.4,45,0,0,0,1
1938,L49117,298.2,308.0,1411,42.4,48,0,0,1,0
1939,L49118,298.1,307.9,1517,40.8,50,0,0,1,0
1940,M16799,298.1,307.9,1303,53.9,52,0,0,0,1
1941,L49120,298.1,307.9,1578,35.6,55,0,0,1,0
1942,L49121,298.1,307.9,1425,58.2,57,0,0,1,0
1943,L49122,298.1,308.0,1456,42.4,59,0,0,1,0
1944,L49123,298.1,308.0,1704,30.9,61,0,0,1,0
1945,L49124,298.1,308.1,1791,27.3,63,0,0,1,0
1946,L49125,298.1,308.1,1616,32.8,65,0,0,1,0
1947,L49126,298.2,308.1,1622,34.9,67,0,0,1,0
1948,L49127,298.2,308.1,1462,49.9,69,0,0,1,0
1949,L49128,298.1,308.1,1410,45.8,71,0,0,1,0
1950,M16809,298.1,308.0,1543,41.9,73,0,0,0,1
1951,M16810,298.0,307.9,1479,47.6,76,0,0,0,1
1952,L49131,298.0,307.8,1839,22.7,79,0,0,1,0
1953,L49132,298.0,307.8,1266,60.5,81,0,0,1,0
1954,L49133,297.9,307.7,1593,34.9,83,0,0,1,0
1955,L49134,297.9,307.8,1459,46.9,85,0,0,1,0
1956,L49135,297.9,307.7,1308,55.2,87,0,0,1,0
1957,M16816,297.9,307.7,1364,46.8,89,0,0,0,1
1958,H31371,297.9,307.7,1618,35.9,92,0,1,0,0
1959,H31372,297.9,307.7,1464,43.2,97,0,1,0,0
1960,M16819,297.8,307.6,1352,49.4,102,0,0,0,1
1961,L49140,297.8,307.6,1446,51.4,105,0,0,1,0
1962,L49141,297.8,307.5,1448,51.2,107,0,0,1,0
1963,L49142,297.8,307.5,1391,48.6,109,0,0,1,0
1964,L49143,297.7,307.5,1379,43.3,111,0,0,1,0
1965,M16824,297.8,307.5,1405,46.9,113,0,0,0,1
1966,L49145,297.8,307.5,1581,33.1,116,0,0,1,0
1967,L49146,297.9,307.6,1515,40.5,118,0,0,1,0
1968,L49147,297.9,307.6,1589,37.8,120,0,0,1,0
1969,L49148,298.0,307.6,1281,50.8,122,0,0,1,0
1970,H31383,297.8,307.5,1631,31.3,124,0,1,0,0
1971,M16830,297.9,307.6,1202,67.0,129,0,0,0,1
1972,L49151,297.9,307.6,1298,52.7,132,0,0,1,0
1973,L49152,297.9,307.6,1612,30.7,134,0,0,1,0
1974,L49153,297.9,307.6,1747,25.3,136,0,0,1,0
1975,L49154,298.0,307.6,1450,48.7,138,0,0,1,0
1976,L49155,298.0,307.7,1422,45.6,140,0,0,1,0
1977,M16836,298.1,307.7,1419,47.4,142,0,0,0,1
1978,M16837,298.1,307.7,1633,30.7,145,0,0,0,1
1979,L49158,298.0,307.7,1442,43.6,148,0,0,1,0
1980,H31393,298.0,307.6,1420,45.8,150,0,1,0,0
1981,M16840,298.0,307.6,1301,58.5,155,0,0,0,1
1982,L49161,298.0,307.6,1385,45.0,158,0,0,1,0
1983,M16842,298.0,307.7,1487,41.3,160,0,0,0,1
1984,M16843,298.0,307.6,1459,44.4,163,0,0,0,1
1985,M16844,298.0,307.5,1387,45.5,166,0,0,0,1
1986,L49165,298.1,307.7,1537,40.8,169,0,0,1,0
1987,L49166,298.1,307.6,1498,42.9,171,0,0,1,0
1988,M16847,298.2,307.8,1599,31.2,173,0,0,0,1
1989,H31402,298.3,307.9,1420,39.2,176,0,1,0,0
1990,L49169,298.2,307.9,1785,23.4,181,0,0,1,0
1991,L49170,298.2,307.8,1423,48.1,183,0,0,1,0
1992,M16851,298.2,307.8,1583,36.6,185,0,0,0,1
1993,L49172,298.2,307.8,1375,46.6,188,0,0,1,0
1994,M16853,298.3,308.0,1463,42.5,190,0,0,0,1
1995,M16854,298.2,307.9,1403,45.1,193,0,0,0,1
1996,L49175,298.3,308.0,1451,47.1,196,0,0,1,0
1997,M16856,298.4,308.0,1416,38.2,198,1,0,0,1
1998,L49177,298.3,308.1,1672,41.3,0,0,0,1,0
1999,H31412,298.3,308.0,1637,30.8,2,0,1,0,0
2000,L49179,298.4,308.0,1540,37.8,7,0,0,1,0
2001,L49180,298.4,308.1,1279,53.1,9,0,0,1,0
2002,L49181,298.4,308.2,1604,34.9,11,0,0,1,0
2003,L49182,298.5,308.2,1654,27.1,13,0,0,1,0
2004,M16863,298.5,308.2,1564,37.5,15,0,0,0,1
2005,L49184,298.5,308.2,1451,47.5,18,0,0,1,0
2006,L49185,298.5,308.3,1504,38.0,20,0,0,1,0
2007,M16866,298.5,308.3,1381,50.5,22,0,0,0,1
2008,L49187,298.6,308.4,1562,34.4,25,0,0,1,0
2009,L49188,298.5,308.3,1811,24.7,27,0,0,1,0
2010,M16869,298.6,308.3,1717,28.7,29,0,0,0,1
2011,L49190,298.6,308.3,1278,60.5,32,0,0,1,0
2012,L49191,298.7,308.5,1616,30.2,34,0,0,1,0
2013,L49192,298.6,308.4,1397,46.4,36,0,0,1,0
2014,L49193,298.6,308.4,1485,42.9,38,0,0,1,0
2015,L49194,298.6,308.4,1310,59.7,40,0,0,1,0
2016,L49195,298.5,308.2,1301,66.3,42,1,0,1,0
2017,L49196,298.5,308.3,1458,44.0,44,0,0,1,0
2018,L49197,298.7,308.5,1483,42.5,46,0,0,1,0
2019,L49198,298.7,308.5,1375,46.4,48,0,0,1,0
2020,M16879,298.7,308.5,1660,27.0,50,0,0,0,1
2021,H31434,298.7,308.4,1560,33.3,53,0,1,0,0
2022,L49201,298.7,308.5,1480,42.2,58,0,0,1,0
2023,L49202,298.7,308.4,1373,46.9,60,0,0,1,0
2024,L49203,298.7,308.5,1444,54.2,62,0,0,1,0
2025,M16884,298.7,308.6,1722,24.7,64,0,0,0,1
2026,L49205,298.7,308.5,1469,39.9,67,0,0,1,0
2027,M16886,298.7,308.5,1360,52.9,69,0,0,0,1
2028,L49207,298.7,308.4,1750,25.8,72,0,0,1,0
2029,M16888,298.7,308.3,1349,46.6,74,0,0,0,1
2030,L49209,298.7,308.5,1668,35.2,77,0,0,1,0
2031,L49210,298.9,308.6,1400,49.5,79,0,0,1,0
2032,L49211,298.8,308.6,1331,62.8,81,0,0,1,0
2033,L49212,298.8,308.5,1444,42.2,83,0,0,1,0
2034,H31447,298.8,308.5,1359,47.6,85,0,1,0,0
2035,M16894,298.8,308.5,1425,47.4,90,0,0,0,1
2036,M16895,298.9,308.6,1469,34.2,93,0,0,0,1
2037,L49216,299.0,308.7,1892,22.8,96,0,0,1,0
2038,H31451,299.0,308.7,1940,19.9,98,0,1,0,0
2039,L49218,299.0,308.8,1405,55.2,103,0,0,1,0
2040,M16899,299.0,308.9,1449,39.6,105,0,0,0,1
2041,L49220,299.1,308.9,1686,29.6,108,0,0,1,0
2042,L49221,299.1,308.9,1680,27.2,110,0,0,1,0
2043,M16902,299.1,308.9,1397,52.4,112,0,0,0,1
2044,M16903,299.2,309.0,1597,30.3,115,0,0,0,1
2045,L49224,299.3,309.1,1470,41.1,118,0,0,1,0
2046,M16905,299.3,309.1,1703,31.3,120,0,0,0,1
2047,L49226,299.3,309.1,1388,45.5,123,0,0,1,0
2048,L49227,299.3,309.2,1775,24.2,125,0,0,1,0
2049,L49228,299.3,309.2,1465,41.5,127,0,0,1,0
2050,M16909,299.3,309.2,1586,37.9,129,0,0,0,1
2051,M16910,299.5,309.3,1675,29.2,132,0,0,0,1
2052,M16911,299.4,309.2,1470,44.4,135,0,0,0,1
2053,L49232,299.5,309.3,1477,40.4,138,0,0,1,0
2054,L49233,299.5,309.3,1382,61.0,140,0,0,1,0
2055,M16914,299.6,309.4,1605,29.8,142,0,0,0,1
2056,L49235,299.6,309.4,1643,32.9,145,0,0,1,0
2057,L49236,299.5,309.3,1333,54.1,147,0,0,1,0
2058,L49237,299.5,309.3,1520,42.3,149,0,0,1,0
2059,M16918,299.5,309.3,1902,24.0,151,0,0,0,1
2060,H31473,299.5,309.4,1386,44.4,154,0,1,0,0
2061,L49240,299.6,309.5,1803,27.7,159,0,0,1,0
2062,L49241,299.7,309.6,1359,50.7,161,0,0,1,0
2063,M16922,299.7,309.6,1477,42.7,163,0,0,0,1
2064,L49243,299.7,309.6,1321,53.4,166,0,0,1,0
2065,L49244,299.6,309.5,1453,41.4,168,0,0,1,0
2066,L49245,299.7,309.6,1419,45.1,170,0,0,1,0
2067,L49246,299.7,309.6,1512,36.2,172,0,0,1,0
2068,L49247,299.7,309.6,1553,36.8,174,0,0,1,0
2069,M16928,299.7,309.6,1534,39.1,176,0,0,0,1
2070,H31483,299.7,309.6,1553,41.0,179,0,1,0,0
2071,L49250,299.7,309.5,1352,49.7,184,0,0,1,0
2072,M16931,299.7,309.6,1313,60.0,186,0,0,0,1
2073,L49252,299.6,309.5,1570,35.5,189,0,0,1,0
2074,L49253,299.6,309.4,1677,31.1,191,0,0,1,0
2075,L49254,299.5,309.4,1602,31.5,193,0,0,1,0
2076,L49255,299.5,309.4,1390,58.8,195,1,0,1,0
2077,L49256,299.4,309.3,1544,36.0,197,0,0,1,0
2078,L49257,299.4,309.4,1701,31.2,199,0,0,1,0
2079,M16938,299.4,309.3,1692,28.4,201,0,0,0,1
2080,M16939,299.3,309.3,1523,37.9,204,0,0,0,1
2081,L49260,299.3,309.2,2280,15.4,207,0,0,1,0
2082,M16941,299.4,309.3,1485,47.1,209,0,0,0,1
2083,H31496,299.4,309.2,1513,36.1,212,0,1,0,0
2084,H31497,299.4,309.3,1743,28.2,0,0,1,0,0
2085,L49264,299.5,309.3,1442,46.2,5,0,0,1,0
2086,L49265,299.5,309.3,1462,46.7,7,0,0,1,0
2087,H31500,299.4,309.3,1439,49.7,9,0,1,0,0
2088,L49267,299.5,309.3,1577,36.6,14,0,0,1,0
2089,L49268,299.6,309.4,1331,46.4,16,0,0,1,0
2090,L49269,299.5,309.3,1941,22.5,18,0,0,1,0
2091,L49270,299.5,309.2,1393,47.3,20,0,0,1,0
2092,L49271,299.4,309.2,1433,42.1,22,0,0,1,0
2093,L49272,299.4,309.2,1444,48.2,24,0,0,1,0
2094,L49273,299.4,309.2,1564,39.0,26,0,0,1,0
2095,L49274,299.4,309.3,1377,43.6,28,0,0,1,0
2096,L49275,299.4,309.3,1525,41.5,30,0,0,1,0
2097,M16956,299.5,309.4,1387,56.2,32,0,0,0,1
2098,M16957,299.4,309.4,1326,47.5,35,0,0,0,1
2099,L49278,299.4,309.3,1401,59.0,38,0,0,1,0
